"country","asin","sales_rank","daily_units","price","stars","reviews","insert_date","rank_small"
"加拿大","B078NT86XX","597","21","39.99","4.1","37","2019-12-15","27"
"加拿大","B078NTCXXX","13989","1","-1","4.1","37","2019-12-15","351"
"美国","B07HDYXTXX","-1","-1","-1",,"-1","2019-12-15","-1"
"美国","B07FNMKFXX","105188","0","-1","4.1","4","2019-12-15","-1"
"美国","B07FNPP7XX","10490","2","38.99","4.2","13","2019-12-15","282"
"美国","B07FNP5XXX","58793","0","-1","4.2","13","2019-12-15","1168"
"美国","B07DJ3B1XX","61859","0","-1","4.7","76","2019-12-15","1215"
"美国","B07DJ32VXX","2985","4","47.99","4.4","425","2019-12-15","87"
"美国","B07TYV11XX","11811","3","46.99","4.7","76","2019-12-15","309"
"美国","B07TSH3BXX","5510","3","45.99","4.7","76","2019-12-15","154"
"美国","B07VMXD6XX","14580","1","30.99","4.4","424","2019-12-15","371"
"美国","B07PSGNTXX","2105","7","30.99","4.4","425","2019-12-15","62"
"美国","B07DJ4ZGXX","1008","12","36.99","4.4","425","2019-12-15","37"
"美国","B07DJ429XX","519","22","36.99","4.4","424","2019-12-15","23"
"美国","B07Y4ZTBXX","1268","12","41.99","4.4","424","2019-12-15","40"
"美国","B07DJ3WCXX","778","19","41.99","4.4","424","2019-12-15","31"
"美国","B078NVL7XX","299","25","33.99","4.4","425","2019-12-15","12"
"美国","B07KF8L7XX","732","16","34.99","4.4","425","2019-12-15","21"
"美国","B077ZRP3XX","83","65","36.99","4.4","424","2019-12-15","5"
"日本","B07X9LFKXX","9407","-1","3280.0","4.4","7","2019-12-15","112"
"日本","B07XCMZ1XX","3978","-1","2980.0","4.4","7","2019-12-15","55"
"日本","B07D8RK7XX","15080","-1","-1","3.9","33","2019-12-15","18"
"加拿大","B072XDH9XX","14536","1","-1","3.5","20","2019-12-15","37"
"加拿大","B072LW84XX","4816","4","-1","3.9","36","2019-12-15","9"
"加拿大","B072PRCLXX","12195","1","-1","2.5","19","2019-12-15","31"
"加拿大","B074M715XX","15549","1","-1","4.2","134","2019-12-15","377"
"加拿大","B074M766XX","325","26","47.99","4.2","134","2019-12-15","19"
"加拿大","B074M6KGXX","190","53","39.99","4.2","134","2019-12-15","15"
"加拿大","B072LW5WXX","14465","1","-1","3.9","16","2019-12-15","358"
"加拿大","B072J9CLXX","11237","1","-1","3.8","31","2019-12-15","298"
"加拿大","B072FPR1XX","13472","1","-1","4.0","16","2019-12-15","332"
"加拿大","B07175FDXX","15473","1","-1","4.0","6","2019-12-15","376"
"美国","B07PPGQZXX","30324","0","89.99","4.2","45","2019-12-15","549"
"美国","B07PN9S8XX","12107","0","89.99","4.2","45","2019-12-15","263"
"美国","B07PQLD9XX","44201","0","-1","4.2","45","2019-12-15","771"
"美国","B07PRL2MXX","4536","3","69.99","4.2","45","2019-12-15","125"
"美国","B07TS5LSXX","13218","2","79.99","4.2","45","2019-12-15","280"
"美国","B071FH4HXX","20393","1","-1","4.2","45","2019-12-15","395"
"美国","B07WMMMDXX","90459","0","-1","4.0","54","2019-12-15","494"
"美国","B07WNT69XX","42376","0","39.99","3.1","6","2019-12-15","748"
"美国","B07WJYSSXX","1103","13","59.99","4.0","54","2019-12-15","8"
"美国","B07WYXSMXX","55475","0","-1","4.0","54","2019-12-15","930"
"日本","B07R7PRDXX","12466","-1","7344.0","3.8","9","2019-12-15","86"
"日本","B07R9XMRXX","1664","-1","7899.0","3.8","9","2019-12-15","12"
"日本","B07WCSYQXX","25211","-1","-1","1.0","3","2019-12-15","145"
"日本","B07R8TS8XX","2810","-1","4806.0","2.0","1","2019-12-15","21"
"加拿大","B071NTQRXX","10274","1","-1","3.7","119","2019-12-15","21"
"加拿大","B071L7RYXX","12134","1","-1","3.7","119","2019-12-15","30"
"加拿大","B0748DQ4XX","5725","5","-1","3.7","119","2019-12-15","12"
"加拿大","B07HSTK9XX","18125","0","-1","3.9","149","2019-12-15","415"
"加拿大","B071RZWGXX","21296","0","-1","3.9","149","2019-12-15","470"
"加拿大","B071S19TXX","19296","0","-1","3.9","149","2019-12-15","429"
"加拿大","B072BP12XX","5634","3","45.99","3.9","149","2019-12-15","182"
"美国","B07JXYLXXX","5036","4","69.99","4.2","24","2019-12-15","132"
"美国","B07JD8ZHXX","92079","0","-1","3.8","19","2019-12-15","308"
"美国","B07HNJZDXX","104647","0","-1","3.8","60","2019-12-15","582"
"美国","B07JW2WSXX","81404","0","-1","3.8","60","2019-12-15","450"
"美国","B07J4S5DXX","46437","0","-1","4.4","31","2019-12-15","953"
"美国","B07JXYSLXX","87232","0","-1","4.5","31","2019-12-15","1641"
"美国","B07PX249XX","113452","0","-1","4.7","24","2019-12-15","373"
"美国","B07NRMHCXX","66424","0","14.99","4.7","24","2019-12-15","261"
"美国","B07Q2BHCXX","27737","1","8.99","4.7","24","2019-12-15","131"
"美国","B07NRMHVXX","4655","2","6.59","4.7","24","2019-12-15","39"
"美国","B07JPL8HXX","104435","0","-1","3.8","60","2019-12-15","-1"
"美国","B07JNVGFXX","99421","0","-1","3.8","60","2019-12-15","552"
"美国","B075M4S2XX","13627","2","41.99","4.4","140","2019-12-15","349"
"美国","B075M1F4XX","3980","7","39.99","4.4","140","2019-12-15","118"
"美国","B07G72ZBXX","83139","0","-1","3.6","24","2019-12-15","1579"
"美国","B06ZZRQKXX","4283","4","24.99","3.9","130","2019-12-15","127"
"美国","B06ZZRQLXX","3461","3","28.99","3.9","130","2019-12-15","101"
"日本","B01MXRYKXX","17698","-1","-1","4.0","48","2019-12-15","242"
"日本","B01M3V7XXX","522","-1","2599.0","4.0","48","2019-12-15","6"
"加拿大","B019R84IXX","5158","5","-1","3.4","35","2019-12-15","10"
"加拿大","B06XGYNVXX","7435","3","-1","4.2","756","2019-12-15","221"
"加拿大","B06VTR57XX","926","19","54.99","4.2","756","2019-12-15","39"
"加拿大","B01M8M3EXX","13490","1","-1","4.2","756","2019-12-15","333"
"加拿大","B01M3RWQXX","13904","1","-1","4.2","756","2019-12-15","344"
"加拿大","B01F3DHEXX","3450","6","-1","4.2","756","2019-12-15","129"
"加拿大","B01M3102XX","13520","1","-1","4.2","756","2019-12-15","334"
"美国","B07PQ5XNXX","3498","4","75.99","4.2","50","2019-12-15","100"
"美国","B07PT5WLXX","75271","0","-1","4.2","50","2019-12-15","1231"
"美国","B07PR959XX","17549","1","-1","4.2","50","2019-12-15","352"
"美国","B07S2QGSXX","2756","4","58.99","3.9","62","2019-12-15","40"
"美国","B07RYKZBXX","37927","0","-1","3.9","63","2019-12-15","170"
"美国","B07MDYLMXX","25587","0","66.99","3.9","63","2019-12-15","143"
"美国","B07JZKP5XX","81909","0","-1","4.0","12","2019-12-15","454"
"美国","B07HNTJ5XX","27794","0","49.99","4.7","169","2019-12-15","607"
"美国","B07HNXVZXX","3865","4","33.99","4.6","172","2019-12-15","93"
"美国","B07HNXPXXX","6312","3","47.99","4.7","169","2019-12-15","116"
"美国","B01N4876XX","8930","1","46.99","4.6","172","2019-12-15","243"
"美国","B01M29YGXX","4995","2","44.99","4.6","172","2019-12-15","141"
"美国","B076KFB4XX","115","63","49.99","4.7","952","2019-12-16","6"
"美国","B072JT9WXX","134","52","59.99","4.7","857","2019-12-16","7"
"美国","B073Q6KLXX","27","84","59.99","4.8","901","2019-12-16","2"
"美国","B01M1L6OXX","297","45","69.99","4.7","1231","2019-12-16","13"
"美国","B01MTZ4JXX","48","153","40.99","4.2","1134","2019-12-16","3"
"美国","B01F543PXX","9","224","51.49","4.5","2547","2019-12-16","1"
"美国","B01M29YGXX","5907","3","45.99","4.6","172","2019-12-16","166"
"美国","B077ZRP3XX","78","70","36.99","4.4","429","2019-12-16","5"
"美国","B07QBPSQXX","23973","5","26.99","4.9","22","2019-12-16","34"
"美国","B07QBPTNXX","56992","2","41.99","4.9","22","2019-12-16","93"
"美国","B07QLPG6XX","115803","0","38.99","4.6","26","2019-12-16","151"
"美国","B07QPR1PXX","36140","3","32.99","4.6","26","2019-12-16","53"
"美国","B07QLPG8XX","57301","2","42.99","4.6","26","2019-12-16","94"
"美国","B07S16PZXX","303751","0","-1","4.8","15","2019-12-16","912"
"美国","B07S291NXX","179661","0","10.99","4.8","15","2019-12-16","546"
"美国","B07S4HN2XX","85418","0","11.99","5.0","2","2019-12-16","-1"
"美国","B07QW51WXX","130582","0","11.99","4.2","12","2019-12-16","-1"
"美国","B07QZBDQXX","63636","0","8.99","4.2","12","2019-12-16","-1"
"美国","B07TB3QWXX","78211","0","16.99","4.5","5","2019-12-16","-1"
"美国","B07TB311XX","73680","0","18.99","4.5","5","2019-12-16","-1"
"美国","B07QV4QTXX","123318","0","8.99","3.8","23","2019-12-16","3119"
"美国","B07R1HZVXX","205906","0","8.99","3.8","23","2019-12-16","5201"
"美国","B07QV4S8XX","67803","0","8.99","3.8","23","2019-12-16","1524"
"美国","B07QY6R8XX","73072","0","8.99","3.8","23","2019-12-16","1663"
"美国","B07R2KP9XX","146831","0","8.99","3.8","23","2019-12-16","3764"
"美国","B07QFR2XXX","5410","3","23.99","4.8","18","2019-12-16","55"
"日本","B07R8XZPXX","18748","-1","3080.0","4.5","10","2019-12-16","252"
"日本","B07R5RLPXX","1226","-1","2680.0","4.5","10","2019-12-16","22"
"日本","B07VNCB3XX","704","-1","2480.0","4.5","10","2019-12-16","13"
"日本","B07VPBDCXX","-1","-1","5880.0","4.5","10","2019-12-16","-1"
"日本","B07RB45KXX","21458","-1","3080.0","4.5","10","2019-12-16","303"
"日本","B07RB45XXX","12037","-1","2880.0","4.5","10","2019-12-16","152"
"加拿大","B078NT86XX","441","19","39.99","4.1","37","2019-12-16","20"
"加拿大","B078NTCXXX","13937","1","-1","4.1","37","2019-12-16","350"
"美国","B07HDYXTXX","-1","-1","-1",,"-1","2019-12-16","-1"
"美国","B07FNMKFXX","106200","0","-1","4.1","4","2019-12-16","-1"
"美国","B07FNPP7XX","5550","1","38.99","4.2","13","2019-12-16","159"
"美国","B07FNP5XXX","60541","0","-1","4.2","13","2019-12-16","1213"
"美国","B07DJ3B1XX","62658","0","-1","4.7","71","2019-12-16","1248"
"美国","B07DJ32VXX","2528","5","47.99","4.4","429","2019-12-16","77"
"美国","B07TYV11XX","10515","1","46.99","4.7","71","2019-12-16","270"
"美国","B07TSH3BXX","3661","3","45.99","4.7","71","2019-12-16","102"
"美国","B07VMXD6XX","9832","1","30.99","4.4","429","2019-12-16","251"
"美国","B07PSGNTXX","1825","7","30.99","4.4","429","2019-12-16","55"
"美国","B07DJ4ZGXX","1286","13","36.99","4.4","429","2019-12-16","41"
"美国","B07DJ429XX","503","21","36.99","4.4","429","2019-12-16","25"
"美国","B07Y4ZTBXX","1914","11","42.99","4.4","429","2019-12-16","61"
"美国","B07DJ3WCXX","1023","16","42.99","4.4","429","2019-12-16","33"
"美国","B078NVL7XX","255","31","33.99","4.4","429","2019-12-16","11"
"美国","B07KF8L7XX","628","16","34.99","4.4","429","2019-12-16","19"
"美国","B077ZRP3XX","78","70","36.99","4.4","429","2019-12-16","5"
"日本","B07X9LFKXX","3064","-1","3280.0","4.4","7","2019-12-16","45"
"日本","B07XCMZ1XX","4728","-1","2980.0","4.4","7","2019-12-16","70"
"日本","B07D8RK7XX","15337","-1","-1","3.9","33","2019-12-16","13"
"加拿大","B072XDH9XX","14604","1","-1","3.5","20","2019-12-16","39"
"加拿大","B072LW84XX","5238","3","-1","3.9","36","2019-12-16","14"
"加拿大","B072PRCLXX","12242","1","-1","2.5","19","2019-12-16","32"
"加拿大","B074M715XX","15587","1","-1","4.2","134","2019-12-16","383"
"加拿大","B074M766XX","452","29","47.99","4.2","134","2019-12-16","21"
"加拿大","B074M6KGXX","266","42","40.99","4.2","134","2019-12-16","14"
"加拿大","B072LW5WXX","14499","1","-1","3.9","16","2019-12-16","363"
"加拿大","B072J9CLXX","11178","1","-1","3.8","31","2019-12-16","305"
"加拿大","B072FPR1XX","13418","1","-1","4.1","17","2019-12-16","338"
"加拿大","B07175FDXX","15492","1","-1","4.0","6","2019-12-16","380"
"美国","B07PPGQZXX","43372","0","89.99","4.2","45","2019-12-16","753"
"美国","B07PN9S8XX","12811","1","89.99","4.2","45","2019-12-16","272"
"美国","B07PQLD9XX","47924","0","-1","4.2","45","2019-12-16","835"
"美国","B07PRL2MXX","5680","3","69.99","4.2","45","2019-12-16","147"
"美国","B07TS5LSXX","8529","1","79.99","4.2","45","2019-12-16","202"
"美国","B071FH4HXX","26493","0","-1","4.2","45","2019-12-16","497"
"美国","B07WMMMDXX","91376","0","-1","4.0","53","2019-12-16","509"
"美国","B07WNT69XX","50642","0","39.99","2.7","5","2019-12-16","877"
"美国","B07WJYSSXX","1308","12","59.99","4.0","53","2019-12-16","6"
"美国","B07WYXSMXX","57316","0","-1","4.0","53","2019-12-16","992"
"日本","B07R7PRDXX","1596","-1","7344.0","3.8","9","2019-12-16","13"
"日本","B07R9XMRXX","836","-1","7899.0","3.8","9","2019-12-16","7"
"日本","B07WCSYQXX","25545","-1","-1","1.0","3","2019-12-16","161"
"日本","B07R8TS8XX","5406","-1","4806.0","2.0","1","2019-12-16","37"
"加拿大","B071NTQRXX","10288","1","-1","3.7","119","2019-12-16","28"
"加拿大","B071L7RYXX","12160","1","-1","3.7","119","2019-12-16","31"
"加拿大","B0748DQ4XX","6729","3","-1","3.7","119","2019-12-16","20"
"加拿大","B07HSTK9XX","18207","0","-1","3.9","150","2019-12-16","416"
"加拿大","B071RZWGXX","21393","0","-1","3.9","150","2019-12-16","474"
"加拿大","B071S19TXX","19494","0","-1","3.9","150","2019-12-16","443"
"加拿大","B072BP12XX","3551","3","45.99","3.9","150","2019-12-16","126"
"美国","B07JXYLXXX","2853","3","69.99","4.2","24","2019-12-16","76"
"美国","B07JD8ZHXX","92865","0","-1","3.8","19","2019-12-16","317"
"美国","B07HNJZDXX","106297","0","-1","3.8","60","2019-12-16","591"
"美国","B07JW2WSXX","82996","0","-1","3.8","60","2019-12-16","473"
"美国","B07J4S5DXX","34782","0","-1","4.4","31","2019-12-16","738"
"美国","B07JXYSLXX","87850","0","-1","4.5","31","2019-12-16","1664"
"美国","B07PX249XX","115777","0","-1","4.7","24","2019-12-16","382"
"美国","B07NRMHCXX","71406","0","14.99","4.7","24","2019-12-16","270"
"美国","B07Q2BHCXX","29122","0","8.99","4.7","24","2019-12-16","134"
"美国","B07NRMHVXX","3836","3","6.59","4.7","24","2019-12-16","32"
"美国","B07JPL8HXX","105576","0","-1","3.8","60","2019-12-16","-1"
"美国","B07JNVGFXX","100618","0","-1","3.8","60","2019-12-16","551"
"美国","B075M4S2XX","13688","1","41.99","4.4","141","2019-12-16","346"
"美国","B075M1F4XX","4545","4","39.99","4.4","141","2019-12-16","128"
"美国","B07G72ZBXX","83834","0","-1","3.6","24","2019-12-16","1605"
"美国","B06ZZRQKXX","3785","4","26.99","3.9","130","2019-12-16","104"
"美国","B06ZZRQLXX","2845","4","28.99","3.9","130","2019-12-16","84"
"日本","B01MXRYKXX","17826","-1","-1","4.0","48","2019-12-16","234"
"日本","B01M3V7XXX","694","-1","2599.0","4.0","48","2019-12-16","12"
"加拿大","B019R84IXX","6152","3","-1","3.4","35","2019-12-16","18"
"加拿大","B06XGYNVXX","8761","2","-1","4.2","763","2019-12-16","254"
"加拿大","B06VTR57XX","665","14","54.99","4.2","763","2019-12-16","31"
"加拿大","B01M8M3EXX","13442","1","-1","4.2","764","2019-12-16","339"
"加拿大","B01M3RWQXX","13839","1","-1","4.2","764","2019-12-16","347"
"加拿大","B01F3DHEXX","3823","4","-1","4.2","763","2019-12-16","136"
"加拿大","B01M3102XX","13498","1","-1","4.2","764","2019-12-16","340"
"美国","B07PQ5XNXX","4454","4","75.99","4.1","52","2019-12-16","121"
"美国","B07PT5WLXX","75942","0","-1","4.1","52","2019-12-16","1258"
"美国","B07PR959XX","12212","0","-1","4.1","52","2019-12-16","257"
"美国","B07S2QGSXX","4659","5","58.99","3.9","63","2019-12-16","59"
"美国","B07RYKZBXX","39874","0","-1","3.9","63","2019-12-16","176"
"美国","B07MDYLMXX","30058","0","66.99","3.9","63","2019-12-16","145"
"美国","B07JZKP5XX","82514","0","-1","4.0","12","2019-12-16","472"
"美国","B07HNTJ5XX","12999","0","49.99","4.6","132","2019-12-16","329"
"美国","B07HNXVZXX","3312","4","33.99","4.6","172","2019-12-16","79"
"美国","B07HNXPXXX","3427","2","47.99","4.6","132","2019-12-16","84"
"美国","B01N4876XX","5765","1","46.99","4.6","172","2019-12-16","164"
"美国","B01M29YGXX","5907","3","45.99","4.6","172","2019-12-16","166"
"美国","B076KFB4XX","84","70","49.99","4.7","961","2019-12-17","6"
"美国","B072JT9WXX","150","48","64.99","4.7","868","2019-12-17","8"
"美国","B073Q6KLXX","46","102","59.99","4.8","909","2019-12-17","2"
"美国","B01M1L6OXX","544","20","69.99","4.7","1240","2019-12-17","24"
"美国","B01MTZ4JXX","49","98","42.99","4.2","1143","2019-12-17","3"
"美国","B01F543PXX","9","233","51.49","4.5","2560","2019-12-17","1"
"美国","B01M29YGXX","7501","2","47.99","4.6","166","2019-12-17","190"
"美国","B077ZRP3XX","74","76","36.99","4.4","433","2019-12-17","5"
"美国","B07QBPSQXX","28169","4","27.99","4.9","23","2019-12-17","43"
"美国","B07QBPTNXX","56953","2","41.99","4.9","23","2019-12-17","87"
"美国","B07QLPG6XX","132480","0","38.99","4.6","27","2019-12-17","162"
"美国","B07QPR1PXX","35389","3","32.99","4.6","27","2019-12-17","54"
"美国","B07QLPG8XX","92807","1","42.99","4.5","30","2019-12-17","125"
"美国","B07S16PZXX","304580","0","-1","4.8","15","2019-12-17","915"
"美国","B07S291NXX","195503","0","10.99","4.8","15","2019-12-17","590"
"美国","B07S4HN2XX","123038","0","11.99","5.0","2","2019-12-17","-1"
"美国","B07QW51WXX","81402","0","11.99","4.3","13","2019-12-17","-1"
"美国","B07QZBDQXX","83867","0","-1","4.2","12","2019-12-17","-1"
"美国","B07TB3QWXX","74405","0","16.99","4.5","5","2019-12-17","-1"
"美国","B07TB311XX","44403","0","16.99","4.5","5","2019-12-17","-1"
"美国","B07QV4QTXX","149377","0","8.99","3.9","24","2019-12-17","3846"
"美国","B07R1HZVXX","110895","0","8.99","3.9","24","2019-12-17","2780"
"美国","B07QV4S8XX","80744","0","8.99","3.9","24","2019-12-17","1902"
"美国","B07QY6R8XX","127313","0","8.99","3.9","24","2019-12-17","3238"
"美国","B07R2KP9XX","167557","0","8.99","3.9","24","2019-12-17","4306"
"美国","B07QFR2XXX","5419","3","23.99","4.8","16","2019-12-17","58"
"日本","B07R8XZPXX","20829","-1","3080.0","4.5","10","2019-12-17","287"
"日本","B07R5RLPXX","2209","-1","2680.0","4.5","10","2019-12-17","40"
"日本","B07VNCB3XX","1182","-1","2480.0","4.5","10","2019-12-17","24"
"日本","B07VPBDCXX","-1","-1","5880.0","4.5","10","2019-12-17","-1"
"日本","B07RB45KXX","23773","-1","3080.0","4.5","10","2019-12-17","335"
"日本","B07RB45XXX","15522","-1","2880.0","4.5","10","2019-12-17","206"
"加拿大","B078NT86XX","248","35","39.99","4.1","37","2019-12-17","14"
"加拿大","B078NTCXXX","13839","1","-1","4.1","37","2019-12-17","342"
"美国","B07HDYXTXX","-1","-1","-1",,"-1","2019-12-17","-1"
"美国","B07FNMKFXX","106430","0","-1","4.1","4","2019-12-17","-1"
"美国","B07FNPP7XX","5916","2","38.99","4.2","13","2019-12-17","160"
"美国","B07FNP5XXX","61500","0","-1","4.2","13","2019-12-17","1235"
"美国","B07DJ3B1XX","63006","0","-1","4.7","68","2019-12-17","1258"
"美国","B07DJ32VXX","5360","3","-1","4.4","436","2019-12-17","142"
"美国","B07TYV11XX","8563","2","46.99","4.7","68","2019-12-17","221"
"美国","B07TSH3BXX","4122","4","45.99","4.7","73","2019-12-17","112"
"美国","B07VMXD6XX","6758","2","32.99","4.4","436","2019-12-17","174"
"美国","B07PSGNTXX","1854","8","32.99","4.4","436","2019-12-17","62"
"美国","B07DJ4ZGXX","1106","12","36.99","4.4","433","2019-12-17","39"
"美国","B07DJ429XX","489","22","37.99","4.4","436","2019-12-17","21"
"美国","B07Y4ZTBXX","1818","8","43.99","4.4","433","2019-12-17","58"
"美国","B07DJ3WCXX","1135","12","43.99","4.4","436","2019-12-17","40"
"美国","B078NVL7XX","207","39","35.99","4.4","436","2019-12-17","9"
"美国","B07KF8L7XX","541","20","34.99","4.4","436","2019-12-17","16"
"美国","B077ZRP3XX","74","76","36.99","4.4","436","2019-12-17","5"
"日本","B07X9LFKXX","8390","-1","3280.0","4.4","6","2019-12-17","121"
"日本","B07XCMZ1XX","1159","-1","2980.0","4.4","6","2019-12-17","22"
"日本","B07D8RK7XX","15586","-1","-1","3.8","34","2019-12-17","15"
"加拿大","B072XDH9XX","14503","1","-1","3.5","20","2019-12-17","36"
"加拿大","B072LW84XX","5596","3","-1","3.9","33","2019-12-17","11"
"加拿大","B072PRCLXX","12104","1","-1","2.5","19","2019-12-17","31"
"加拿大","B074M715XX","15418","1","-1","4.2","135","2019-12-17","373"
"加拿大","B074M766XX","249","35","47.99","4.2","135","2019-12-17","15"
"加拿大","B074M6KGXX","75","75","39.99","4.2","135","2019-12-17","3"
"加拿大","B072LW5WXX","14351","1","-1","3.9","16","2019-12-17","353"
"加拿大","B072J9CLXX","11142","1","-1","3.8","31","2019-12-17","290"
"加拿大","B072FPR1XX","13291","1","-1","4.1","17","2019-12-17","331"
"加拿大","B07175FDXX","15333","1","-1","4.0","6","2019-12-17","372"
"美国","B07PPGQZXX","51186","0","89.99","4.2","45","2019-12-17","858"
"美国","B07PN9S8XX","15345","1","89.99","4.2","45","2019-12-17","289"
"美国","B07PQLD9XX","49388","0","-1","4.2","45","2019-12-17","829"
"美国","B07PRL2MXX","5123","3","79.99","4.2","45","2019-12-17","125"
"美国","B07TS5LSXX","6893","2","79.99","4.2","45","2019-12-17","163"
"美国","B071FH4HXX","28241","0","-1","4.2","45","2019-12-17","516"
"美国","B07WMMMDXX","91590","0","-1","4.0","53","2019-12-17","511"
"美国","B07WNT69XX","30231","0","39.99","2.7","5","2019-12-17","541"
"美国","B07WJYSSXX","1466","9","54.99","4.0","54","2019-12-17","7"
"美国","B07WYXSMXX","58785","0","59.99","4.0","53","2019-12-17","990"
"日本","B07R7PRDXX","1703","-1","8999.0","3.8","9","2019-12-17","9"
"日本","B07R9XMRXX","2436","-1","7899.0","3.8","9","2019-12-17","17"
"日本","B07WCSYQXX","25955","-1","-1","1.0","3","2019-12-17","169"
"日本","B07R8TS8XX","1935","-1","4999.0","2.0","1","2019-12-17","12"
"加拿大","B071NTQRXX","10262","1","-1","3.7","120","2019-12-17","27"
"加拿大","B071L7RYXX","12034","1","-1","3.7","119","2019-12-17","30"
"加拿大","B0748DQ4XX","7465","2","-1","3.7","120","2019-12-17","19"
"加拿大","B07HSTK9XX","18122","0","-1","4.0","152","2019-12-17","413"
"加拿大","B071RZWGXX","21368","0","-1","4.0","152","2019-12-17","468"
"加拿大","B071S19TXX","19471","0","-1","3.9","151","2019-12-17","433"
"加拿大","B072BP12XX","4820","3","-1","4.0","152","2019-12-17","136"
"美国","B07JXYLXXX","5677","3","69.99","4.2","24","2019-12-17","142"
"美国","B07JD8ZHXX","92964","0","-1","3.8","19","2019-12-17","320"
"美国","B07HNJZDXX","107079","0","-1","3.8","59","2019-12-17","588"
"美国","B07JW2WSXX","83704","0","-1","3.8","59","2019-12-17","458"
"美国","B07J4S5DXX","46753","0","-1","4.4","30","2019-12-17","960"
"美国","B07JXYSLXX","87995","0","-1","4.5","32","2019-12-17","1685"
"美国","B07PX249XX","117412","0","-1","4.7","25","2019-12-17","390"
"美国","B07NRMHCXX","22802","0","14.99","4.7","24","2019-12-17","107"
"美国","B07Q2BHCXX","28237","0","8.99","4.7","25","2019-12-17","124"
"美国","B07NRMHVXX","5350","3","6.59","4.7","24","2019-12-17","44"
"美国","B07JPL8HXX","105899","0","-1","3.8","59","2019-12-17","-1"
"美国","B07JNVGFXX","101101","0","-1","3.8","59","2019-12-17","558"
"美国","B075M4S2XX","8521","2","43.99","4.4","141","2019-12-17","219"
"美国","B075M1F4XX","4949","3","39.99","4.4","141","2019-12-17","135"
"美国","B07G72ZBXX","83915","0","-1","3.6","24","2019-12-17","1628"
"美国","B06ZZRQKXX","3598","4","26.99","3.9","132","2019-12-17","100"
"美国","B06ZZRQLXX","4826","3","30.99","3.9","132","2019-12-17","131"
"日本","B01MXRYKXX","18043","-1","-1","4.0","48","2019-12-17","241"
"日本","B01M3V7XXX","344","-1","2199.0","4.0","48","2019-12-17","8"
"加拿大","B019R84IXX","6524","2","-1","3.4","35","2019-12-17","16"
"加拿大","B06XGYNVXX","9611","1","-1","4.2","772","2019-12-17","261"
"加拿大","B06VTR57XX","195","41","54.99","4.2","769","2019-12-17","11"
"加拿大","B01M8M3EXX","13311","1","-1","4.2","772","2019-12-17","332"
"加拿大","B01M3RWQXX","13701","1","-1","4.2","769","2019-12-17","340"
"加拿大","B01F3DHEXX","4025","4","-1","4.2","772","2019-12-17","122"
"加拿大","B01M3102XX","13399","1","-1","4.2","772","2019-12-17","334"
"美国","B07PQ5XNXX","6738","2","80.99","4.1","48","2019-12-17","158"
"美国","B07PT5WLXX","76021","0","-1","4.1","46","2019-12-17","1261"
"美国","B07PR959XX","21585","0","-1","4.1","46","2019-12-17","404"
"美国","B07S2QGSXX","4532","3","60.99","3.9","63","2019-12-17","48"
"美国","B07RYKZBXX","41665","0","-1","4.0","65","2019-12-17","175"
"美国","B07MDYLMXX","31350","0","-1","3.9","63","2019-12-17","148"
"美国","B07JZKP5XX","82466","0","-1","4.0","12","2019-12-17","451"
"美国","B07HNTJ5XX","10171","1","49.99","4.6","130","2019-12-17","263"
"美国","B07HNXVZXX","4094","4","33.99","4.6","166","2019-12-17","89"
"美国","B07HNXPXXX","4288","3","47.99","4.5","131","2019-12-17","92"
"美国","B01N4876XX","10432","1","46.99","4.6","167","2019-12-17","267"
"美国","B01M29YGXX","7501","2","47.99","4.6","166","2019-12-17","190"
"美国","B076KFB4XX","62","84","49.99","4.7","965","2019-12-18","5"
"美国","B072JT9WXX","138","51","59.99","4.7","876","2019-12-18","8"
"美国","B073Q6KLXX","48","99","59.99","4.7","925","2019-12-18","3"
"美国","B01M1L6OXX","642","18","-1","4.7","1243","2019-12-18","25"
"美国","B01MTZ4JXX","46","102","44.99","4.2","1174","2019-12-18","2"
"美国","B01F543PXX","10","224","51.49","4.6","2567","2019-12-18","1"
"美国","B01M29YGXX","8647","2","-1","4.6","167","2019-12-18","230"
"美国","B077ZRP3XX","95","65","37.99","4.4","442","2019-12-18","6"
"美国","B07QBPSQXX","25799","4","29.99","4.9","23","2019-12-18","35"
"美国","B07QBPTNXX","56894","2","41.99","4.9","23","2019-12-18","91"
"美国","B07QLPG6XX","122295","1","38.99","4.5","30","2019-12-18","157"
"美国","B07QPR1PXX","34042","3","33.99","4.5","30","2019-12-18","50"
"美国","B07QLPG8XX","102936","1","-1","4.5","30","2019-12-18","131"
"美国","B07S16PZXX","304168","0","-1","4.8","15","2019-12-18","909"
"美国","B07S291NXX","204632","0","10.99","4.8","15","2019-12-18","619"
"美国","B07S4HN2XX","79573","0","11.99","5.0","2","2019-12-18","-1"
"美国","B07QW51WXX","117219","0","11.99","4.3","13","2019-12-18","-1"
"美国","B07QZBDQXX","98380","0","-1","4.3","13","2019-12-18","-1"
"美国","B07TB3QWXX","55538","0","16.99","4.5","5","2019-12-18","-1"
"美国","B07TB311XX","84584","0","16.99","4.5","5","2019-12-18","-1"
"美国","B07QV4QTXX","167834","0","8.99","3.9","24","2019-12-18","4313"
"美国","B07R1HZVXX","73462","0","8.99","3.9","24","2019-12-18","1687"
